position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,Karasawa Museum,"3 Chome-5-5 Toyotamakita, Nerima City, Tokyo 176-0012, Japan",http://karasawamuseum.com/,+81 3-3991-3065,,4,29,,https://lh5.googleusercontent.com/p/AF1QipNPUb0ExrwJ5s9Eieeamqr6lcPtRyqgkrzweSfB=w80-h106-k-no,TRUE,Heritage museum,"[
  ""Heritage museum"",
  ""Museum"",
  ""Tourist attraction""
]",,,,ChIJAw3RsG3tGGARoFnIUSgUlAE,0x6018ed6db0d10d03:0x194142851c859a0,113738053994437024,"{
  ""latitude"": 35.733032,
  ""longitude"": 139.66255999999998
}"
12,Horseman Museum,"Kt中野ビル 2階, 5 Chome-68-10 Nakano, Nakano City, Tokyo 164-0001, Japan",https://www.kenko-tokina.co.jp/service-shop/,+81 3-6840-3778,,3,1,,https://lh5.googleusercontent.com/p/AF1QipPFqHJz3Xf0AKSEEECTXXxsv27GUcVAdCiJSfWZ=w138-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,,,ChIJu6jM5wTzGGAReHHAz5aWbBQ,0x6018f304e7cca8bb:0x146c9696cfc07178,1471716752718066040,"{
  ""latitude"": 35.7098083,
  ""longitude"": 139.66515189999998
}"
13,ミサワバウハウスコレクション,"Japan, 〒168-0071 Tokyo, Suginami City, Takaidonishi, 1 Chome−1−19",http://www.bauhaus.ac/,+81 3-3247-5645,,3.5,2,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TQpPliv4WBqlpY0ez19g-Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=88.14273&pitch=0&thumbfov=100,TRUE,Art museum,"[
  ""Art museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–5 PM""
}",ChIJ__9L9yHyGGARtByJNMh9c10,0x6018f221f74bffff:0x5d737dc834891cb4,6733864166677355700,"{
  ""latitude"": 35.679480999999996,
  ""longitude"": 139.6143395
}"
14,Seikei Gakuen Museum,"3 Chome-3-1 Kichijoji Kitamachi, Musashino, Tokyo 180-0001, Japan",https://www.seikei.ac.jp/gakuen/archive/,+81 422-37-3994,,4.3,8,,https://lh5.googleusercontent.com/p/AF1QipPdP4f_I5FETymefNqwQdMHyF1ZWDq8TaziJQLY=w163-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–4:30 PM"",
  ""wednesday"": ""9:30 AM–4:30 PM"",
  ""thursday"": ""9:30 AM–4:30 PM"",
  ""friday"": ""9:30 AM–4:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""9:30 AM–4:30 PM""
}",ChIJAasPGFLuGGARq_8H-_P2M-k,0x6018ee52180fab01:0xe933f6f3fb07ffab,16804046162398543787,"{
  ""latitude"": 35.7104241,
  ""longitude"": 139.5732506
}"
15,Treasure Museum,"1-1 Yoyogikamizonocho, Shibuya, Tokyo 151-0052, Japan",https://www.meijijingu.or.jp/museum/houmotsuden/,+81 3-3379-5511,,4,42,,https://lh5.googleusercontent.com/p/AF1QipMdPjh8zENCU6MsY7Z2uG2Mk8eP2kWE6N0kvXuU=w80-h106-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Historical landmark""
]",,,,ChIJb_37DRyNGGARNUGHt2Kl4WE,0x60188d1c0dfbfd6f:0x61e1a562b7874135,7053100334843380021,"{
  ""latitude"": 35.6799952,
  ""longitude"": 139.6979635
}"
16,Japan Olympic Museum,"Japan, 〒160-0013 Tokyo, Shinjuku City, Kasumigaokamachi, 4−2, JAPAN SPORT OLYMPIC SQUARE 1・2F",https://japan-olympicmuseum.jp/,+81 3-6910-5561,,4.1,1260,,https://lh5.googleusercontent.com/p/AF1QipN65BEe4rbRT7cZUFoxlNdFdNIIs7KCmT7aMerw=w163-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJQXjm8NWNGGARlEEJZUe8AJQ,0x60188dd5f0e67841:0x9400bc4765094194,10664730932437139860,"{
  ""latitude"": 35.6749203,
  ""longitude"": 139.7151887
}"
17,Nihonseishinigaku Museum,"2 Chome-1-1 Kamikitazawa, Setagaya City, Tokyo 156-0057, Japan",,+81 3-3303-7211 ext. 1029,,4,4,,https://lh5.googleusercontent.com/p/AF1QipPtOGIbJNovSSIxPEy7TlDbUmaQ1MDHBhT8bfvU=w122-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,,,ChIJVQvUo5fzGGARXVyutplDKJA,0x6018f397a3d40b55:0x90284399b6ae5c5d,10387626868003986525,"{
  ""latitude"": 35.666550799999996,
  ""longitude"": 139.6192199
}"
18,Saita Museum,"3 Chome-23-35 Daita, Setagaya City, Tokyo 155-0033, Japan",http://saita-museum.jp/,+81 3-3414-1006,,4,43,,https://lh5.googleusercontent.com/p/AF1QipMwl0hkEcVjRK9kx4Im_5L4gLBNUp1belHQFMGs=w122-h92-k-no,,Art museum,"[
  ""Art museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–4:30 PM"",
  ""wednesday"": ""10 AM–4:30 PM"",
  ""thursday"": ""10 AM–4:30 PM"",
  ""friday"": ""10 AM–4:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–4:30 PM""
}",ChIJY3QnGnDzGGARf8BcXvgnxJM,0x6018f3701a277463:0x93c427f85e5cc07f,10647679366699204735,"{
  ""latitude"": 35.6534137,
  ""longitude"": 139.65994659999998
}"
19,Sculpture Museum,"1 Chome-17-6 Gotenyama, Musashino, Tokyo 180-0005, Japan",https://www.tokyo-zoo.net/zoo/ino/,+81 422-46-1100,,4.2,75,,https://lh5.googleusercontent.com/p/AF1QipM4q3nBB3bJ618ANpHX8rAv04POGZBMmMtUiPXp=w122-h92-k-no,TRUE,Sculpture museum,"[
  ""Sculpture museum""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–4:30 PM"",
  ""wednesday"": ""9:30 AM–4:30 PM"",
  ""thursday"": ""9:30 AM–4:30 PM"",
  ""friday"": ""9:30 AM–4:30 PM"",
  ""saturday"": ""9:30 AM–4:30 PM"",
  ""sunday"": ""9:30 AM–4:30 PM"",
  ""monday"": ""Closed""
}",ChIJMQ_80EruGGARjHP3QnMDeWM,0x6018ee4ad0fc0f31:0x6379037342f7738c,7167764075516490636,"{
  ""latitude"": 35.7001837,
  ""longitude"": 139.5693281
}"
20,Yuzo Yamamoto Memorial Museum,"2 Chome-12-27 Shimorenjaku, Mitaka, Tokyo 181-0013, Japan",https://mitaka-sportsandculture.or.jp/yuzo/,+81 422-42-6233,,4.1,131,,https://lh5.googleusercontent.com/p/AF1QipOPLFJIcaYkjCMYBdcbXF5lZzoXdQCzEIehC9ea=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""City Hall"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJXbPRPLXvGGARcWKSh6QzwXQ,0x6018efb53cd1b35d:0x74c133a487926271,8413062360646967921,"{
  ""latitude"": 35.699567699999996,
  ""longitude"": 139.56771
}"
1,Tokutomi Roka Memorial Museum,"1 Chome-20-1 Kasuya, Setagaya City, Tokyo 157-0063, Japan",,+81 3-3302-5016,,3.9,23,,https://lh5.googleusercontent.com/p/AF1QipOCJHLapUHo6X3rVnkQOJ480wd7xyB6kPIGZPha=w122-h92-k-no,TRUE,Local history museum,"[
  ""Local history museum""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–4:30 PM"",
  ""wednesday"": ""9 AM–4:30 PM"",
  ""thursday"": ""9 AM–4:30 PM"",
  ""friday"": ""9 AM–4:30 PM"",
  ""saturday"": ""9 AM–4:30 PM"",
  ""sunday"": ""9 AM–4:30 PM"",
  ""monday"": ""9 AM–4:30 PM""
}",ChIJlXa78SryGGARhLiDQdZMmGw,0x6018f22af1bb7695:0x6c984cd64183b884,7825088835662100612,"{
  ""latitude"": 35.6623119,
  ""longitude"": 139.61114419999998
}"
2,Toshima City Tokiwaso Manga Museum,"3 Chome-9-22 Minaminagasaki, Toshima City, Tokyo 171-0052, Japan",https://www.tokiwasomm.jp/,+81 3-6912-7706,,4.4,920,,https://lh5.googleusercontent.com/p/AF1QipMJZ8Dh97la096WZqfBD1GswjOfVHle8ZSQ840j=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Local history museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJn_vqE1nzGGARNLXVya5QIpM,0x6018f35913eafb9f:0x932250aec9d5b534,10602125184424326452,"{
  ""latitude"": 35.724289899999995,
  ""longitude"": 139.6859984
}"
3,Saneatsu Mushanokōji Memorial Museum,"武者小路実篤記念館, 1 Chome-８-30 Wakabacho, Chofu, Tokyo 182-0003, Japan",http://www.mushakoji.org/,+81 3-3326-0648,,4,189,,https://lh5.googleusercontent.com/p/AF1QipPhIdQJHefOe0_Flrh4b2-O-Gvmo6V1aiHIjVXe=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""9 AM–5 PM"",
  ""sunday"": ""9 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ3VEsIaXxGGARw0-cpAPvYE8,0x6018f1a5212c51dd:0x4f60ef03a49c4fc3,5719834325686177731,"{
  ""latitude"": 35.656689,
  ""longitude"": 139.581297
}"
4,The Shoto Museum of Art,"2 Chome-14-14 Shoto, Shibuya, Tokyo 150-0046, Japan",http://www.shoto-museum.jp/,+81 3-3465-9421,,4.2,1101,,https://lh5.googleusercontent.com/p/AF1QipP01s2KzRbWfL6kXecmuwffmHZVTg3RzhTaZiZl=w122-h92-k-no,TRUE,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJR6AfJquMGGARLtT29Rg6HLY,0x60188cab261fa047:0xb61c3a18f5f6d42e,13122427293131002926,"{
  ""latitude"": 35.6586207,
  ""longitude"": 139.6916654
}"
5,Shinjuku Gyoen Museum,"11 Naitomachi, Shinjuku City, Tokyo 160-0014, Japan",https://fng.or.jp/shinjuku/2022/12/03/20221203-02/,,,4.5,36,,https://lh5.googleusercontent.com/p/AF1QipP4pez6FPS3ujdx6-qQODhqoNqQR47WPcKWHBhq=w122-h92-k-no,,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–4 PM"",
  ""wednesday"": ""9 AM–4 PM"",
  ""thursday"": ""9 AM–4 PM"",
  ""friday"": ""9 AM–4 PM"",
  ""saturday"": ""9 AM–4 PM"",
  ""sunday"": ""9 AM–4 PM"",
  ""monday"": ""Closed""
}",ChIJ5RR13yiNGGART-NAUWZQ2bE,0x60188d28df7514e5:0xb1d950665140e34f,12815362615039550287,"{
  ""latitude"": 35.6860387,
  ""longitude"": 139.71280489999998
}"
6,Color Museum,"6 Chome-25-8 Jingumae, Shibuya, Tokyo 150-0001, Japan",http://color-museum.jp/,+81 3-3406-9166,,5,2,,https://lh5.googleusercontent.com/p/AF1QipMobqk-8sQvdYttSjUMkUWDYunqvFipSRUwhbEg=w163-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 1 PM Wed,"{
  ""tuesday"": ""1–5 PM"",
  ""wednesday"": ""1–5 PM"",
  ""thursday"": ""1–5 PM"",
  ""friday"": ""1–5 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""1–5 PM""
}",ChIJMxNiv6WMGGARLy8Pll4UdJU,0x60188ca5bf621333:0x9574145e960f2f2f,10769255005426757423,"{
  ""latitude"": 35.666249,
  ""longitude"": 139.702945
}"
7,"Komaba Museum, The University of Tokyo","3 Chome-8-1 Komaba, Meguro City, Tokyo 153-0041, Japan",http://museum.c.u-tokyo.ac.jp/,+81 3-5454-6139,,4.1,96,,https://lh5.googleusercontent.com/p/AF1QipNvyNwFebJ7WnsEH4Hbe1iK2K3Y--yLRpSQzKrb=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–5 PM""
}",ChIJKc-_ClHzGGARO9bmirVX3oM,0x6018f3510abfcf29:0x83de57b58ae6d63b,9502128701029406267,"{
  ""latitude"": 35.659334,
  ""longitude"": 139.6857182
}"
8,PARCO MUSEUM TOKYO,"渋谷パルコ 4F, 15-1 Udagawacho, Shibuya, Tokyo 150-0042, Japan",https://art.parco.jp/,+81 3-6455-2697,,4.2,118,,https://lh5.googleusercontent.com/p/AF1QipMHkg8DHQH61huOEgZI4Svt5TfVJBkt6xZwGTBh=w138-h92-k-no,,Museum,"[
  ""Museum"",
  ""Art museum""
]",,Closed ⋅ Opens 11 AM Wed,"{
  ""tuesday"": ""11 AM–8:30 PM"",
  ""wednesday"": ""11 AM–8:30 PM"",
  ""thursday"": ""11 AM–8:30 PM"",
  ""friday"": ""11 AM–8:30 PM"",
  ""saturday"": ""11 AM–8:30 PM"",
  ""sunday"": ""11 AM–8:30 PM"",
  ""monday"": ""11 AM–8:30 PM""
}",ChIJEdG6ma6NGGARqAAdqHBvEQw,0x60188dae99bad111:0xc116f70a81d00a8,869598732706709672,"{
  ""latitude"": 35.661797299999996,
  ""longitude"": 139.69884589999998
}"
9,Ōta Memorial Museum of Art,"1 Chome-10-10 Jingumae, Shibuya, Tokyo 150-0001, Japan",http://www.ukiyoe-ota-muse.jp/,+81 3-3403-0880,,4.3,1829,,https://lh5.googleusercontent.com/p/AF1QipNe2ISmtVzaPdWPXL2Zc3j2YsS4t8lr4sKCAGXU=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10:30 AM Wed,"{
  ""tuesday"": ""10:30 AM–5:30 PM"",
  ""wednesday"": ""10:30 AM–5:30 PM"",
  ""thursday"": ""10:30 AM–5:30 PM"",
  ""friday"": ""10:30 AM–5:30 PM"",
  ""saturday"": ""10:30 AM–5:30 PM"",
  ""sunday"": ""10:30 AM–5:30 PM"",
  ""monday"": ""Closed""
}",ChIJxcha6qSMGGARqdOIwOETVQc,0x60188ca4ea5ac8c5:0x75513e1c088d3a9,528350391604663209,"{
  ""latitude"": 35.6693959,
  ""longitude"": 139.7049808
}"
10,Yuzo Yamamoto Memorial Museum,"2 Chome-12-27 Shimorenjaku, Mitaka, Tokyo 181-0013, Japan",https://mitaka-sportsandculture.or.jp/yuzo/,+81 422-42-6233,,4.1,131,,https://lh5.googleusercontent.com/p/AF1QipOPLFJIcaYkjCMYBdcbXF5lZzoXdQCzEIehC9ea=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""City Hall"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJXbPRPLXvGGARcWKSh6QzwXQ,0x6018efb53cd1b35d:0x74c133a487926271,8413062360646967921,"{
  ""latitude"": 35.699567699999996,
  ""longitude"": 139.56771
}"
11,d47 Museum,"8F, 2 Chome-21-1 Shibuya, Tokyo 150-8510, Japan",https://www.d-department.com/ext/shop/d47.html,+81 3-6427-2301,,4.1,250,,https://lh5.googleusercontent.com/p/AF1QipOffzXShWGJ8pwMCVkfOaRgHRUO1WowMxhtGWSe=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 12 PM Wed,"{
  ""tuesday"": ""12–8 PM"",
  ""wednesday"": ""12–8 PM"",
  ""thursday"": ""12–8 PM"",
  ""friday"": ""12–8 PM"",
  ""saturday"": ""12–8 PM"",
  ""sunday"": ""12–8 PM"",
  ""monday"": ""12–8 PM""
}",ChIJd7kNUViLGGARlW46j_NJizY,0x60188b58510db977:0x368b49f38f3a6e95,3930316410239741589,"{
  ""latitude"": 35.6591041,
  ""longitude"": 139.703742
}"
