position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,コースター美術館 - Coaster Museum -,"Japan, 〒272-0138 Chiba, Ichikawa, Minamigyotoku, 1 Chome−17−20, MUSEUM HOUSE",https://www.coastermuseum.com/,+81 47-718-0518,,,,,https://lh5.googleusercontent.com/p/AF1QipP3K5S7lGXzIdoK17qaUYPA6Px5QwoJDt-2BrG8=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJ001bNLOHGGARxSA127uzD7I,0x601887b3345b4dd3:0xb20fb3bbdb3520c5,12830671482819780805,"{
  ""latitude"": 35.6708953,
  ""longitude"": 139.90340279999998
}"
12,Japanese Sword Museum,"1 Chome-12-9 Yokoami, Sumida City, Tokyo 130-0015, Japan",https://www.touken.or.jp/museum/,+81 3-6284-1000,,4,1784,,https://lh5.googleusercontent.com/p/AF1QipM_CCL-NyNpjUCo0SvHBRN0gBZ81QvqPWb2QAtC=w219-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Handicraft museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJD1-Hg8qOGGARrTp2UJ6Be14,0x60188eca83875f0f:0x5e7b819e50763aad,6808177778655378093,"{
  ""latitude"": 35.6989606,
  ""longitude"": 139.7936629
}"
13,teamLab Planets TOKYO DMM,"6 Chome-1-16 Toyosu, Koto City, Tokyo 135-0061, Japan",https://www.teamlab.art/jp/e/planets/,,,4.5,36122,,https://lh5.googleusercontent.com/p/AF1QipPftxoTRHN-N8ak17bcKY4DZNKWu-mZ7Jim6E5S=w122-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Museum"",
  ""Theme park"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–10 PM"",
  ""wednesday"": ""9 AM–10 PM"",
  ""thursday"": ""Closed"",
  ""friday"": ""9 AM–10 PM"",
  ""saturday"": ""9 AM–10 PM"",
  ""sunday"": ""9 AM–10 PM"",
  ""monday"": ""9 AM–10 PM""
}",ChIJSeco5wiJGGARItbTS8lQ5G0,0x60188908e728e749:0x6de450c94bd3d622,7918542870314997282,"{
  ""latitude"": 35.6491207,
  ""longitude"": 139.7897739
}"
14,Tobacco & Salt Museum,"1 Chome-16-3 Yokokawa, Sumida City, Tokyo 130-0003, Japan",https://www.tabashio.jp/,+81 3-3622-8801,,4.3,1840,,https://lh5.googleusercontent.com/p/AF1QipODX0DH4DDUco12tERIs4mERii4ftpcsFc3dHcO=w122-h92-k-no,,Technology museum,"[
  ""Technology museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJK6-Pz6iMGGAR-au44ZofDzM,0x60188ca8cf8faf2b:0x330f1f9ae1b8abf9,3679194170657385465,"{
  ""latitude"": 35.7057445,
  ""longitude"": 139.8085345
}"
15,SAMURAI NINJA MUSEUM Samurai Museum,"1 Chome-8-13 Nishiasakusa, Taito City, Tokyo 111-0035, Japan",https://mai-ko.com/samurai/,+81 3-5830-3888,,4.9,8441,,https://lh5.googleusercontent.com/p/AF1QipPDbYUz27ggDtIZyJLJbQ5fV7jUf1p0gRRuxgTQ=w122-h92-k-no,,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–7 PM"",
  ""wednesday"": ""9 AM–7 PM"",
  ""thursday"": ""9 AM–7 PM"",
  ""friday"": ""9 AM–7 PM"",
  ""saturday"": ""9 AM–7 PM"",
  ""sunday"": ""9 AM–7 PM"",
  ""monday"": ""9 AM–7 PM""
}",ChIJm6kfD4IJAWAR8e9bSVIKXXc,0x600109820f1fa99b:0x775d0a52495beff1,8601042211881873393,"{
  ""latitude"": 35.7115072,
  ""longitude"": 139.7917803
}"
16,Daigo Fukuryumaru Museum,"2 Chome-1-1 Yumenoshima, Koto City, Tokyo 136-0081, Japan",http://d5f.org/,+81 3-3521-8494,,4.4,432,,https://lh5.googleusercontent.com/p/AF1QipOu9dzZwsV-kE3XlnrRrK6ha13NdQsKsW5-NSml=w122-h92-k-no,,Heritage museum,"[
  ""Heritage museum"",
  ""History museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM,"{
  ""tuesday"": ""9:30 AM–4 PM"",
  ""wednesday"": ""9:30 AM–4 PM"",
  ""thursday"": ""9:30 AM–4 PM"",
  ""friday"": ""9:30 AM–4 PM"",
  ""saturday"": ""9:30 AM–4 PM"",
  ""sunday"": ""9:30 AM–4 PM"",
  ""monday"": ""Closed""
}",ChIJu9-xnDmIGGARdtSFJ6pCCyY,0x601888399cb1dfbb:0x260b42aa2785d476,2741358096760034422,"{
  ""latitude"": 35.6509855,
  ""longitude"": 139.8263352
}"
17,Shunkaen Bonsai Museum,"1 Chome-29-16 Niihori, Edogawa City, Tokyo 132-0001, Japan",http://www.kunio-kobayashi.com/,+81 3-3670-8622,,4.6,646,,https://lh5.googleusercontent.com/p/AF1QipOxAHbkRaUZqvJLYfaCEn8NAKGvJCsOIhr0KyQt=w137-h92-k-no,,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ28yGflGGGGARbbeDZDJafLg,0x601886517e86ccdb:0xb87c5a326483b76d,13293599372572079981,"{
  ""latitude"": 35.7026201,
  ""longitude"": 139.8881503
}"
18,The National Museum of Modern Art Tokyo,"3-1 Kitanomarukoen, Chiyoda City, Tokyo 102-0091, Japan",https://www.momat.go.jp/,+81 50-5541-8600,,4.3,6508,,https://lh5.googleusercontent.com/p/AF1QipNA1pBTaJnXBYx7mzoE1sv5KKQKe62fMCOsApTv=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""Closed""
}",ChIJL0kSfg2MGGARKv5KX53ZZ2Y,0x60188c0d7e12492f:0x6667d99d5f4afe2a,7379105784401690154,"{
  ""latitude"": 35.6905432,
  ""longitude"": 139.7546932
}"
19,The National Museum of Emerging Science and Innovation (Miraikan),"2 Chome-3-6 Aomi, Koto City, Tokyo 135-0064, Japan",https://www.miraikan.jst.go.jp/,+81 3-3570-9151,,4.1,14357,,https://lh5.googleusercontent.com/p/AF1QipOIVi9VEyz1jwl68M7dd4K6k96W1Uq4c4HbQdTf=w122-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""10 AM–5 PM""
}",ChIJz_149P6JGGARoImMn3NlsfY,0x601889fef478fdcf:0xf6b165739f8c89a0,17776100751480490400,"{
  ""latitude"": 35.619335899999996,
  ""longitude"": 139.7763995
}"
20,Kao Museum,"2 Chome-1-3 Bunka, Sumida City, Tokyo 131-0044, Japan",https://www.kao.com/jp/corporate/outline/tour/kao-museum/,+81 3-5630-9004,,4.2,5,,https://lh5.googleusercontent.com/p/AF1QipPcL0X0MamtPi9oOgIrVms1f248ON6MPAHCAsA0=w122-h92-k-no,TRUE,Technology museum,"[
  ""Technology museum""
]",,,,ChIJQbEuHkCJGGAReJbTJX9mids,0x601889401e2eb141:0xdb89667f25d39678,15819287862397081208,"{
  ""latitude"": 35.7058408,
  ""longitude"": 139.8260383
}"
1,EA Museum,"ザ・ガーデンズ西葛西 ２２３, 2 Chome-22-26 Nishikasai, Edogawa City, Tokyo 134-0088, Japan",,,,,,,https://lh5.googleusercontent.com/p/AF1QipMGNCPTBDj0ZfNkRcEGB4OQHDs8trCArnQi4-Nj=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Art gallery""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJwetFpnfzGGARJmx-AAR7U0Q,0x6018f377a645ebc1:0x44537b04007e6c26,4923414074764454950,"{
  ""latitude"": 35.6687023,
  ""longitude"": 139.8556403
}"
2,World Bags & Luggage Museum,"1 Chome-8-10 Komagata, Taito City, Tokyo 111-0043, Japan",https://www.ace.jp/museum/index.html,+81 3-3847-5680,,4.3,314,,https://lh5.googleusercontent.com/p/AF1QipMqLYlz-LIiaAYZibYqPzBRH8hqcTvUit7mC3HV=w122-h92-k-no,TRUE,Handicraft museum,"[
  ""Handicraft museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–4:30 PM"",
  ""wednesday"": ""10 AM–4:30 PM"",
  ""thursday"": ""10 AM–4:30 PM"",
  ""friday"": ""10 AM–4:30 PM"",
  ""saturday"": ""10 AM–4:30 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–4:30 PM""
}",ChIJk0fAt8eOGGARMERrydRa9CM,0x60188ec7b7c04793:0x23f45ad4c96b4430,2590795555603694640,"{
  ""latitude"": 35.708051999999995,
  ""longitude"": 139.7952856
}"
3,National Museum of Nature and Science,"7-20 Uenokoen, Taito City, Tokyo 110-8718, Japan",https://www.kahaku.go.jp/,+81 50-5541-8600,,4.5,25487,,https://lh5.googleusercontent.com/p/AF1QipOleRyXypRL3ysh5B8hCcXIhF9Q1eZjANit_TVi=w122-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""9 AM–5 PM"",
  ""sunday"": ""9 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ8Vuh65yOGGARyj4L5IBFiIk,0x60188e9ceba15bf1:0x89884580e40b3eca,9910247399912849098,"{
  ""latitude"": 35.7164273,
  ""longitude"": 139.7763336
}"
4,Tobacco & Salt Museum,"1 Chome-16-3 Yokokawa, Sumida City, Tokyo 130-0003, Japan",https://www.tabashio.jp/,+81 3-3622-8801,,4.3,1840,,https://lh5.googleusercontent.com/p/AF1QipODX0DH4DDUco12tERIs4mERii4ftpcsFc3dHcO=w122-h92-k-no,,Technology museum,"[
  ""Technology museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJK6-Pz6iMGGAR-au44ZofDzM,0x60188ca8cf8faf2b:0x330f1f9ae1b8abf9,3679194170657385465,"{
  ""latitude"": 35.7057445,
  ""longitude"": 139.8085345
}"
5,Tokyo Origami Museum,"1 Chome-31-5 Honjo, Sumida City, Tokyo 130-0004, Japan",http://www.origami-noa.jp/,+81 3-3625-1161,,4,110,,https://lh5.googleusercontent.com/p/AF1QipPBgXYCZUnvLpkleInuXIoDOZ2UpidgxMlde6NK=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Adult education school"",
  ""Gift shop"",
  ""Toy store""
]",,Closed ⋅ Opens 9:30 AM,"{
  ""tuesday"": ""9:30 AM–5:30 PM"",
  ""wednesday"": ""9:30 AM–5:30 PM"",
  ""thursday"": ""9:30 AM–5:30 PM"",
  ""friday"": ""9:30 AM–5:30 PM"",
  ""saturday"": ""9:30 AM–5:30 PM"",
  ""sunday"": ""9:30 AM–5:30 PM"",
  ""monday"": ""9:30 AM–5:30 PM""
}",ChIJA9TmNMmOGGARG_c-vBf8kDA,0x60188ec934e6d403:0x3090fc17bc3ef71b,3499574089339565851,"{
  ""latitude"": 35.704796699999996,
  ""longitude"": 139.7983724
}"
6,Tokyo National Museum,"13-9 Uenokoen, Taito City, Tokyo 110-8712, Japan",https://www.tnm.jp/,+81 50-5541-8600,,4.5,25962,,https://lh5.googleusercontent.com/p/AF1QipMrcT0XMplJouURT1a7ECLpU731Z9hOZML5CBX7=w163-h92-k-no,,National museum,"[
  ""National museum"",
  ""Art museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–8 PM"",
  ""saturday"": ""9:30 AM–8 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""9:30 AM–5 PM""
}",ChIJEX3XFIOOGGAR3XdJvRjWLyM,0x60188e8314d77d11:0x232fd618bd4977dd,2535480516976146397,"{
  ""latitude"": 35.7188351,
  ""longitude"": 139.7765215
}"
7,Gokinimono Museum,"2 Chome-4-14 Bunka, Sumida City, Tokyo 131-0044, Japan",,+81 3-3612-2773,,3,3,,https://lh5.googleusercontent.com/p/AF1QipNry27qEG6y95Iw8ss_dMbc0dQ90slAcaHKzZDO=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM Fri,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""9 AM–5 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""Closed""
}",ChIJq-QyAs2IGGAR7SnS7XjzQ8I,0x601888cd0232e4ab:0xc243f378edd229ed,13998299767509232109,"{
  ""latitude"": 35.708185799999995,
  ""longitude"": 139.82642529999998
}"
8,Extinct Media Museum,"楓ビル 1階, 2 Chome-3-6 Uchikanda, Chiyoda City, Tokyo 101-0047, Japan",https://extinct-media-museum.blog.jp/otemachi/,+81 3-5256-5700,,4.6,48,,https://lh5.googleusercontent.com/p/AF1QipOfupEePDMGEP1eqWZCwQtYixWt1g6qjjh5_0A=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJ0ROVLn-NGGAREqgBMH575yI,0x60188d7f2e9513d1:0x22e77b7e3001a812,2515114698811222034,"{
  ""latitude"": 35.689636799999995,
  ""longitude"": 139.76790359999998
}"
9,The National Museum of Emerging Science and Innovation (Miraikan),"2 Chome-3-6 Aomi, Koto City, Tokyo 135-0064, Japan",https://www.miraikan.jst.go.jp/,+81 3-3570-9151,,4.1,14357,,https://lh5.googleusercontent.com/p/AF1QipOIVi9VEyz1jwl68M7dd4K6k96W1Uq4c4HbQdTf=w122-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""10 AM–5 PM""
}",ChIJz_149P6JGGARoImMn3NlsfY,0x601889fef478fdcf:0xf6b165739f8c89a0,17776100751480490400,"{
  ""latitude"": 35.619335899999996,
  ""longitude"": 139.7763995
}"
10,The National Museum of Modern Art Tokyo,"3-1 Kitanomarukoen, Chiyoda City, Tokyo 102-0091, Japan",https://www.momat.go.jp/,+81 50-5541-8600,,4.3,6508,,https://lh5.googleusercontent.com/p/AF1QipNA1pBTaJnXBYx7mzoE1sv5KKQKe62fMCOsApTv=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""Closed""
}",ChIJL0kSfg2MGGARKv5KX53ZZ2Y,0x60188c0d7e12492f:0x6667d99d5f4afe2a,7379105784401690154,"{
  ""latitude"": 35.6905432,
  ""longitude"": 139.7546932
}"
11,Postal Museum Japan,"Japan, 〒131-8139 Tokyo, Sumida City, Oshiage, 1 Chome−1−2, 東京スカイツリータウン・ソラマチ9F",https://www.postalmuseum.jp/,+81 3-6240-4311,,3.9,351,,https://lh5.googleusercontent.com/p/AF1QipMNGGxY4IlUklVNGLlDFgi6CTTvScWLCiMkDwUJ=w138-h92-k-no,,Heritage museum,"[
  ""Heritage museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5:30 PM"",
  ""wednesday"": ""10 AM–5:30 PM"",
  ""thursday"": ""10 AM–5:30 PM"",
  ""friday"": ""10 AM–5:30 PM"",
  ""saturday"": ""10 AM–5:30 PM"",
  ""sunday"": ""10 AM–5:30 PM"",
  ""monday"": ""Closed""
}",ChIJ10y4FNaOGGARnQ23USYY0Ik,0x60188ed614b84cd7:0x89d0182651b70d9d,9930463731210718621,"{
  ""latitude"": 35.710187399999995,
  ""longitude"": 139.8125818
}"
