position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,Setagaya Art Museum Saburo Miyamoto Memorial Art Museum,"宮本三郎記念美術館（世田谷美術館分館）, 5 Chome-38-13 Okusawa, Setagaya City, Tokyo 158-0083, Japan",http://www.miyamotosaburo-annex.jp/index.htm,+81 3-5483-3836,,4.1,61,,https://lh5.googleusercontent.com/p/AF1QipN0rZaGzV5ZCtVwkNE4Uhg1Qx4mBPgvu_rZGx6t=w122-h92-k-no,TRUE,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJ6-omTRn1GGART6fonlclpS4,0x6018f5194d26eaeb:0x2ea525579ee8a74f,3361133755160373071,"{
  ""latitude"": 35.6046,
  ""longitude"": 139.666397
}"
12,Ota City Local History Museum,"5 Chome-11-13 Minamimagome, Ota City, Tokyo 143-0025, Japan",http://www.city.ota.tokyo.jp/seikatsu/manabu/hakubutsukan/index.html,+81 3-3777-1070,,4,330,,https://lh5.googleusercontent.com/p/AF1QipNReuqIlaueeYWzt0BnELBZNd8JWPBKP9AsJOk=w163-h92-k-no,TRUE,Local history museum,"[
  ""Local history museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""9 AM–5 PM"",
  ""sunday"": ""9 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJqd_KkB9gGGAReKX7oU8N1IU,0x6018601f90cadfa9:0x85d40d4fa1fba578,9643347337778275704,"{
  ""latitude"": 35.588528499999995,
  ""longitude"": 139.710621
}"
13,Gotoh Museum,"3 Chome-9-25 Kaminoge, Setagaya City, Tokyo 158-0093, Japan",https://www.gotoh-museum.or.jp/,+81 3-5777-8600,,4.2,807,,https://lh5.googleusercontent.com/p/AF1QipOAeUJai_jTGNWWpgul8L24M6fzfD-MxDFyMP8w=w122-h92-k-no,TRUE,Art museum,"[
  ""Art museum"",
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ6UG71B71GGARdsZJGbJUOE0,0x6018f51ed4bb41e9:0x4d3854b21949c676,5564290463521425014,"{
  ""latitude"": 35.6123142,
  ""longitude"": 139.6356055
}"
14,PLAY! PARK ERIC CARLE,"Japan, 〒158-0094 Tokyo, Setagaya City, Tamagawa, 2 Chome−21−１, 二子玉川ライズ・ショッピングセンター, Town Front",https://playec.jp/,+81 3-6431-0093,,4.2,179,,https://lh5.googleusercontent.com/p/AF1QipNaXeyINxR9SH-xbwCsJQrhvnhRKP7Mx0DrUnrE=w163-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM""
}",ChIJTX8Zq5P1GGAR_jXhPuiKVE4,0x6018f593ab197f4d:0x4e548ae83ee135fe,5644288963094066686,"{
  ""latitude"": 35.6123325,
  ""longitude"": 139.6284626
}"
15,The Museum of Zen Culture & History,"1 Chome-23-1 Komazawa, Setagaya City, Tokyo 154-0012, Japan",https://www.komazawa-u.ac.jp/facilities/museum/,,,4.1,36,,https://lh5.googleusercontent.com/p/AF1QipO9fB9nOto7CpaXrTTimvtvFbd-94hRwW9UkTAn=w138-h92-k-no,,Heritage museum,"[
  ""Heritage museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–4:30 PM"",
  ""wednesday"": ""10 AM–4:30 PM"",
  ""thursday"": ""10 AM–4:30 PM"",
  ""friday"": ""10 AM–4:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–4:30 PM""
}",ChIJRX2g0430GGARHL-XelHOMC8,0x6018f48dd3a07d45:0x2f30ce517a97bf1c,3400444568009162524,"{
  ""latitude"": 35.6284766,
  ""longitude"": 139.6581046
}"
16,Hasegawa Machiko Memorial Museum,"1 Chome-29 Sakurashinmachi, Setagaya City, Tokyo 154-0015, Japan",https://www.hasegawamachiko.jp/memorial-museum/,+81 3-3701-8766,,4.3,116,,https://lh5.googleusercontent.com/p/AF1QipOoxnqBlrpdRaHQSgZS7fl70ZvOU1QM-qHaqWUj=w122-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5:30 PM"",
  ""wednesday"": ""10 AM–5:30 PM"",
  ""thursday"": ""10 AM–5:30 PM"",
  ""friday"": ""10 AM–5:30 PM"",
  ""saturday"": ""10 AM–5:30 PM"",
  ""sunday"": ""10 AM–5:30 PM"",
  ""monday"": ""Closed""
}",ChIJ9zseGF_1GGAR0s_TcOfvOAw,0x6018f55f181e3bf7:0xc38efe770d3cfd2,880717504460345298,"{
  ""latitude"": 35.6279681,
  ""longitude"": 139.6432848
}"
17,Masanari Murai Memorial Museum of Art,"1-chōme-6 Nakamachi, Setagaya City, Tokyo 158-0091, Japan",http://www.muraimasanari.com/,+81 3-3704-9588,,4,10,,https://lh5.googleusercontent.com/p/AF1QipPTizGCUnXFByUNnhWTc8wy9jsqA1ItEX-hH_d0=w137-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 11 AM Sun,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed"",
  ""saturday"": ""Closed"",
  ""sunday"": ""11 AM–4 PM"",
  ""monday"": ""Closed""
}",ChIJD0UIzVD0GGAR-K1sU3QtgT8,0x6018f450cd08450f:0x3f812d74536cadf8,4575988674024222200,"{
  ""latitude"": 35.6082152,
  ""longitude"": 139.6450697
}"
18,Tokyo Photographic Art Museum,"Japan, 〒153-0062 Tokyo, Meguro City, Mita, 1 Chome−13−3, 恵比寿ガーデンプレイス内",http://topmuseum.jp/,+81 3-3280-0099,,4.3,1026,,https://lh5.googleusercontent.com/p/AF1QipPeKVdg9ZtGpqwwj1tKeTV1_aj9xHFDCdNJOyNl=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Library"",
  ""Movie theater""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJq6radhaLGGAR2-mAGeshrHk,0x60188b1676daaaab:0x79ac21eb1980e9db,8767419868212423131,"{
  ""latitude"": 35.6416411,
  ""longitude"": 139.71328929999999
}"
19,Katsu Kaishu Memorial Museum,"2 Chome-3-1 Minamisenzoku, Ota City, Tokyo 145-0063, Japan",https://www.city.ota.tokyo.jp/shisetsu/hakubutsukan/katsu_kinenkan/index.html,+81 3-6425-7608,,4.2,325,,https://lh5.googleusercontent.com/p/AF1QipMJcZNgAnux7XWtdbREtfmfK7jek7hhrYukOgnp=w122-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJAQDUvcqKGGARYvFv-IEj0bc,0x60188acabdd40001:0xb7d12381f86ff162,13245407020199178594,"{
  ""latitude"": 35.6021134,
  ""longitude"": 139.6922741
}"
20,Meguro History Museum,"3 Chome-6-10 Nakameguro, Meguro City, Tokyo 153-0061, Japan",https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/bijutsu/rekishi_shiryokan/megurorekisisiryokan.html,+81 3-3715-3571,,3.9,76,,https://lh5.googleusercontent.com/p/AF1QipOOaAtb0wuAvO3tEfwqeG-2ZPDxmC8wL5_aqUTF=w122-h92-k-no,TRUE,Local history museum,"[
  ""Local history museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJHz-JtzmLGGARxu4ukyXcrLg,0x60188b39b7893f1f:0xb8acdc25932eeec6,13307253052914200262,"{
  ""latitude"": 35.6390678,
  ""longitude"": 139.703104
}"
1,Japan Olympic Museum,"Japan, 〒160-0013 Tokyo, Shinjuku City, Kasumigaokamachi, 4−2, JAPAN SPORT OLYMPIC SQUARE 1・2F",https://japan-olympicmuseum.jp/,+81 3-6910-5561,,4.1,1260,,https://lh5.googleusercontent.com/p/AF1QipN65BEe4rbRT7cZUFoxlNdFdNIIs7KCmT7aMerw=w163-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJQXjm8NWNGGARlEEJZUe8AJQ,0x60188dd5f0e67841:0x9400bc4765094194,10664730932437139860,"{
  ""latitude"": 35.6749203,
  ""longitude"": 139.7151887
}"
2,The Museum of Package Culture,"Osaki Forest Building, 2 Chome-18-1 Higashigotanda, Shinagawa City, Tokyo 141-0022, Japan",https://package-museum.jp/,+81 3-4531-4446,,4.2,89,,https://lh5.googleusercontent.com/p/AF1QipMGfPAFDfuwfZ-blj9X1Y4Iq-rTVuiAnTRSGq_h=w122-h92-k-no,,Technology museum,"[
  ""Technology museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""9 AM–5 PM""
}",ChIJt1WQoPeKGGAR-35Dy1V0lbo,0x60188af7a09055b7:0xba957455cb437efb,13444780174415724283,"{
  ""latitude"": 35.6240801,
  ""longitude"": 139.729491
}"
3,Ōta Memorial Museum of Art,"1 Chome-10-10 Jingumae, Shibuya, Tokyo 150-0001, Japan",http://www.ukiyoe-ota-muse.jp/,+81 3-3403-0880,,4.3,1830,,https://lh5.googleusercontent.com/p/AF1QipNe2ISmtVzaPdWPXL2Zc3j2YsS4t8lr4sKCAGXU=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10:30 AM Wed,"{
  ""tuesday"": ""10:30 AM–5:30 PM"",
  ""wednesday"": ""10:30 AM–5:30 PM"",
  ""thursday"": ""10:30 AM–5:30 PM"",
  ""friday"": ""10:30 AM–5:30 PM"",
  ""saturday"": ""10:30 AM–5:30 PM"",
  ""sunday"": ""10:30 AM–5:30 PM"",
  ""monday"": ""Closed""
}",ChIJxcha6qSMGGARqdOIwOETVQc,0x60188ca4ea5ac8c5:0x75513e1c088d3a9,528350391604663209,"{
  ""latitude"": 35.6693959,
  ""longitude"": 139.7049808
}"
4,Museum of Contemporary Sculpture,"4 Chome-12-18 Nakameguro, Meguro City, Tokyo 153-0061, Japan",http://www.museum-of-sculpture.org/,+81 3-3792-5858,,4.4,79,,https://lh5.googleusercontent.com/p/AF1QipOM9YfHW89LQLcvvuBP_KRqAie7N4un-ch-xjkI=w80-h106-k-no,TRUE,Sculpture museum,"[
  ""Sculpture museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10:15 AM Wed,"{
  ""tuesday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""wednesday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""thursday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""friday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""saturday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""sunday"": ""10:15–11:15 AM, 1:15–3:45 PM"",
  ""monday"": ""Closed""
}",ChIJQeBS4CuLGGAR1ltVXW0yok0,0x60188b2be052e041:0x4da2326d5d555bd6,5594089132446276566,"{
  ""latitude"": 35.635957999999995,
  ""longitude"": 139.70308699999998
}"
5,Meguro History Museum,"3 Chome-6-10 Nakameguro, Meguro City, Tokyo 153-0061, Japan",https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/bijutsu/rekishi_shiryokan/megurorekisisiryokan.html,+81 3-3715-3571,,3.9,76,,https://lh5.googleusercontent.com/p/AF1QipOOaAtb0wuAvO3tEfwqeG-2ZPDxmC8wL5_aqUTF=w122-h92-k-no,TRUE,Local history museum,"[
  ""Local history museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJHz-JtzmLGGARxu4ukyXcrLg,0x60188b39b7893f1f:0xb8acdc25932eeec6,13307253052914200262,"{
  ""latitude"": 35.6390678,
  ""longitude"": 139.703104
}"
6,Accessory Museum,"4 Chome-33-12 Kamimeguro, Meguro City, Tokyo 153-0051, Japan",http://acce-museum.main.jp/,+81 3-3760-7411,,4.1,147,,https://lh5.googleusercontent.com/p/AF1QipMFXOxMABVXsF1w_T-YglBpLnjmuPNZKWy11egs=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Antique store"",
  ""Fashion accessories store"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJAc39ibT0GGARR4nW3oFwYh4,0x6018f4b489fdcd01:0x1e627081ded68947,2189436071947176263,"{
  ""latitude"": 35.640277,
  ""longitude"": 139.68859999999998
}"
7,Gotoh Museum,"3 Chome-9-25 Kaminoge, Setagaya City, Tokyo 158-0093, Japan",https://www.gotoh-museum.or.jp/,+81 3-5777-8600,,4.2,807,,https://lh5.googleusercontent.com/p/AF1QipOAeUJai_jTGNWWpgul8L24M6fzfD-MxDFyMP8w=w122-h92-k-no,TRUE,Art museum,"[
  ""Art museum"",
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ6UG71B71GGARdsZJGbJUOE0,0x6018f51ed4bb41e9:0x4d3854b21949c676,5564290463521425014,"{
  ""latitude"": 35.6123142,
  ""longitude"": 139.6356055
}"
8,NHK Museum of Broadcasting,"2 Chome-1-1 Atago, Minato City, Tokyo 105-0002, Japan",http://www.nhk.or.jp/museum/,+81 3-5400-6900,,4.3,1223,,https://lh5.googleusercontent.com/p/AF1QipPF5PUDydOcM2e79arUANCtcmXxSCdUvj2kdNqt=w122-h92-k-no,,Technology museum,"[
  ""Technology museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–4:30 PM"",
  ""wednesday"": ""9:30 AM–4:30 PM"",
  ""thursday"": ""9:30 AM–4:30 PM"",
  ""friday"": ""9:30 AM–4:30 PM"",
  ""saturday"": ""9:30 AM–4:30 PM"",
  ""sunday"": ""9:30 AM–4:30 PM"",
  ""monday"": ""Closed""
}",ChIJCcGIPpSLGGARzZ4ZW6hu6NE,0x60188b943e88c109:0xd1e86ea85b199ecd,15125461017885777613,"{
  ""latitude"": 35.6637951,
  ""longitude"": 139.748291
}"
9,Matsuoka Museum,"5 Chome-12-6 Shirokanedai, Minato City, Tokyo 108-0071, Japan",https://www.matsuoka-museum.jp/,+81 3-5449-0251,,4.4,445,,https://lh5.googleusercontent.com/p/AF1QipMRabIayO0OhQYuNuUqsDPYU43nBTwmZET6Y6n-=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–7 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJLfAnTQWLGGARjQW3e3gEzrw,0x60188b054d27f02d:0xbcce04787bb7058d,13604816439851025805,"{
  ""latitude"": 35.640038499999996,
  ""longitude"": 139.7219841
}"
