position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,UR Machitokurashino Museum,"1 Chome-4-50 Akabanedai, Kita City, Tokyo 115-0053, Japan",https://akabanemuseum.ur-net.go.jp/,+81 3-3905-7550,,4.7,84,,https://lh5.googleusercontent.com/p/AF1QipPWyAva6UXFL5BG6dAlddq8kyba5ZrEyWKrBmnN=w122-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Thu,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–5 PM""
}",ChIJXSlaiO6TGGARFLmb3zi3X64,0x601893ee885a295d:0xae5fb738df9bb914,12564962940284549396,"{
  ""latitude"": 35.7768137,
  ""longitude"": 139.7158706
}"
12,Edo-Tokyo Museum,"1 Chome-4-1 Yokoami, Sumida City, Tokyo 130-0015, Japan",https://www.edo-tokyo-museum.or.jp/,+81 3-3626-9974,,4.4,12658,,https://lh5.googleusercontent.com/p/AF1QipPsiAnAWUkQtmZmCGgMxaaszcZASrZpCtjnW223=w122-h92-k-no,,History museum,"[
  ""History museum"",
  ""Cultural institution"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5:30 PM"",
  ""wednesday"": ""9:30 AM–5:30 PM"",
  ""thursday"": ""9:30 AM–5:30 PM"",
  ""friday"": ""9:30 AM–5:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""9:30 AM–5:30 PM""
}",ChIJOWXu4TSJGGAR07vEEi8fZAw,0x60188934e1ee6539:0xc641f2f12c4bbd3,892872913165007827,"{
  ""latitude"": 35.6965972,
  ""longitude"": 139.7957336
}"
13,Masakunirikikoshoguhamono Museum,"1 Chome-5 Asahi, Kawaguchi, Saitama 332-0001, Japan",http://www.masakuni.com/,,,5,4,,https://lh5.googleusercontent.com/p/AF1QipN3vED9Yj8ZDpiQ9UDwf0ZEWjk1Dkst2mkKTugk=w80-h106-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,,,ChIJVVVh7J2TGGARVOer9uP1PfY,0x6018939dec615555:0xf63df5e3f6abe754,17743608466354464596,"{
  ""latitude"": 35.8066757,
  ""longitude"": 139.7328905
}"
14,Brake Museum,"Japan, 〒131-0034 Tokyo, Sumida City, Tsutsumidori, 1 Chome−7−9, 中山ライニング工業株式会社 墨田営業所2F",https://sasga.co.jp/brake_museum/,+81 3-6657-0347,,4.4,21,,https://lh5.googleusercontent.com/p/AF1QipNtUFy8sUg4WGFkK3LKca0SA4gsetCsxviLDLEi=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJwfH43iiJGGARoMFueXX7aIk,0x60188928def8f1c1:0x8968fb75796ec1a0,9901440262741082528,"{
  ""latitude"": 35.7240883,
  ""longitude"": 139.8111058
}"
15,The National Museum of Modern Art Tokyo,"3-1 Kitanomarukoen, Chiyoda City, Tokyo 102-0091, Japan",https://www.momat.go.jp/,+81 50-5541-8600,,4.3,6508,,https://lh5.googleusercontent.com/p/AF1QipNA1pBTaJnXBYx7mzoE1sv5KKQKe62fMCOsApTv=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""Closed""
}",ChIJL0kSfg2MGGARKv5KX53ZZ2Y,0x60188c0d7e12492f:0x6667d99d5f4afe2a,7379105784401690154,"{
  ""latitude"": 35.6905432,
  ""longitude"": 139.7546932
}"
16,Candy Candy Museum,"7 Chome-4-11 Shibamata, Katsushika City, Tokyo 125-0052, Japan",,,,4.2,15,,https://lh5.googleusercontent.com/p/AF1QipND6EGtZKYH0iQZHZBp1q8ZxYqcOCo8BgR0ZdKH=w122-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJo6cRaJ2FGGARkrWHcgJFb2E,0x6018859d6811a7a3:0x616f45027287b592,7020906220907640210,"{
  ""latitude"": 35.7579394,
  ""longitude"": 139.8757799
}"
17,Japanese Sword Museum,"1 Chome-12-9 Yokoami, Sumida City, Tokyo 130-0015, Japan",https://www.touken.or.jp/museum/,+81 3-6284-1000,,4,1784,,https://lh5.googleusercontent.com/p/AF1QipM_CCL-NyNpjUCo0SvHBRN0gBZ81QvqPWb2QAtC=w219-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Handicraft museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJD1-Hg8qOGGARrTp2UJ6Be14,0x60188eca83875f0f:0x5e7b819e50763aad,6808177778655378093,"{
  ""latitude"": 35.6989606,
  ""longitude"": 139.7936629
}"
18,Uemura Museum Tokyo,"植村記念加賀スポーツセンター内 ３Ｆ・１Ｆ, 1 Chome-10-5 Kaga, Itabashi City, Tokyo 173-0003, Japan",http://www.uemura-museum-tokyo.jp/,+81 3-6912-4703,,4.2,215,,https://lh5.googleusercontent.com/p/AF1QipN0tX8AMzEt9t9CFNkYWiToZ3bQLqd4FpRHVaoU=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closes soon ⋅ 6 PM ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJQSySXLnsGGARkhL3kV7cj4I,0x6018ecb95c922c41:0x828fdc5e91f71292,9407980445334180498,"{
  ""latitude"": 35.753698199999995,
  ""longitude"": 139.7156311
}"
19,Japan Olympic Museum,"Japan, 〒160-0013 Tokyo, Shinjuku City, Kasumigaokamachi, 4−2, JAPAN SPORT OLYMPIC SQUARE 1・2F",https://japan-olympicmuseum.jp/,+81 3-6910-5561,,4.1,1260,,https://lh5.googleusercontent.com/p/AF1QipN65BEe4rbRT7cZUFoxlNdFdNIIs7KCmT7aMerw=w163-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJQXjm8NWNGGARlEEJZUe8AJQ,0x60188dd5f0e67841:0x9400bc4765094194,10664730932437139860,"{
  ""latitude"": 35.6749203,
  ""longitude"": 139.7151887
}"
20,Tokyo Tarot Museum,"Ubase浅草橋 6階, 2 Chome-4-2 Yanagibashi, Taito City, Tokyo 111-0052, Japan",https://www.tokyo-tarot-museum.art/,,,4.3,122,,https://lh5.googleusercontent.com/p/AF1QipOSZNKSeohwVu0OTAVa-TIa630t8WWYeg7JaPUS=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,Open ⋅ Closes 7 PM,"{
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM"",
  ""saturday"": ""9 AM–6 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–7 PM""
}",ChIJieVK0pqPGGAR7eww2fvAxCw,0x60188f9ad24ae589:0x2cc4c0fbd930eced,3225915421017304301,"{
  ""latitude"": 35.6982182,
  ""longitude"": 139.7880398
}"
1,Uemura Museum Tokyo,"植村記念加賀スポーツセンター内 ３Ｆ・１Ｆ, 1 Chome-10-5 Kaga, Itabashi City, Tokyo 173-0003, Japan",http://www.uemura-museum-tokyo.jp/,+81 3-6912-4703,,4.2,215,,https://lh5.googleusercontent.com/p/AF1QipN0tX8AMzEt9t9CFNkYWiToZ3bQLqd4FpRHVaoU=w122-h92-k-no,,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closes soon ⋅ 6 PM ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJQSySXLnsGGARkhL3kV7cj4I,0x6018ecb95c922c41:0x828fdc5e91f71292,9407980445334180498,"{
  ""latitude"": 35.753698199999995,
  ""longitude"": 139.7156311
}"
2,Kao Museum,"2 Chome-1-3 Bunka, Sumida City, Tokyo 131-0044, Japan",https://www.kao.com/jp/corporate/outline/tour/kao-museum/,+81 3-5630-9004,,4.2,5,,https://lh5.googleusercontent.com/p/AF1QipPcL0X0MamtPi9oOgIrVms1f248ON6MPAHCAsA0=w122-h92-k-no,TRUE,Technology museum,"[
  ""Technology museum""
]",,,,ChIJQbEuHkCJGGAReJbTJX9mids,0x601889401e2eb141:0xdb89667f25d39678,15819287862397081208,"{
  ""latitude"": 35.7058408,
  ""longitude"": 139.8260383
}"
3,Tokyo National Museum Hyokeikan,"13-9 Uenokoen, Taito City, Tokyo 110-8712, Japan",http://www.tnm.jp/modules/r_exhibition/index.php?controller=hall&hid=8&lang=ja,+81 3-3822-1111,,4.4,1030,,https://lh5.googleusercontent.com/p/AF1QipNqjdDr11rGA80eCVxBQUU036nf2a3LCCVl3wvc=w163-h92-k-no,TRUE,National museum,"[
  ""National museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–7 PM"",
  ""saturday"": ""9:30 AM–7 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJa99w4YKOGGAR6kI8HfHgq1Y,0x60188e82e170df6b:0x56abe0f11d3c42ea,6245332634461553386,"{
  ""latitude"": 35.718566599999996,
  ""longitude"": 139.77534559999998
}"
4,Candy Candy Museum,"7 Chome-4-11 Shibamata, Katsushika City, Tokyo 125-0052, Japan",,,,4.2,15,,https://lh5.googleusercontent.com/p/AF1QipND6EGtZKYH0iQZHZBp1q8ZxYqcOCo8BgR0ZdKH=w122-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJo6cRaJ2FGGARkrWHcgJFb2E,0x6018859d6811a7a3:0x616f45027287b592,7020906220907640210,"{
  ""latitude"": 35.7579394,
  ""longitude"": 139.8757799
}"
5,Extinct Media Museum,"楓ビル 1階, 2 Chome-3-6 Uchikanda, Chiyoda City, Tokyo 101-0047, Japan",https://extinct-media-museum.blog.jp/otemachi/,+81 3-5256-5700,,4.6,48,,https://lh5.googleusercontent.com/p/AF1QipOfupEePDMGEP1eqWZCwQtYixWt1g6qjjh5_0A=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJ0ROVLn-NGGAREqgBMH575yI,0x60188d7f2e9513d1:0x22e77b7e3001a812,2515114698811222034,"{
  ""latitude"": 35.689636799999995,
  ""longitude"": 139.76790359999998
}"
6,Sekido Museum of Art,"23 Senjuhashidocho, Adachi City, Tokyo 120-0038, Japan",http://sekido-museum.jp/,+81 3-3888-7520,,4,100,,https://lh5.googleusercontent.com/p/AF1QipP4cLnC8nbd1Ch1kiZnIkm5Y5WCZLjLlI07jmUw=w163-h92-k-no,TRUE,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ20qlS1yOGGAREcNFfzxkSYQ,0x60188e5c4ba54adb:0x8449643c7f45c311,9532260297302459153,"{
  ""latitude"": 35.740815,
  ""longitude"": 139.7959618
}"
7,Tobu Museum,"4 Chome-28-16 Higashimukojima, Sumida City, Tokyo 131-0032, Japan",http://www.tobu.co.jp/museum/,+81 3-3614-8811,,4.3,2281,,https://lh5.googleusercontent.com/p/AF1QipP02Pw23nbKDO5WPrt971j92MwHAgphPHpRVocz=w122-h92-k-no,TRUE,Rail museum,"[
  ""Rail museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""10 AM–4:30 PM"",
  ""wednesday"": ""10 AM–4:30 PM"",
  ""thursday"": ""10 AM–4:30 PM"",
  ""friday"": ""10 AM–4:30 PM"",
  ""saturday"": ""10 AM–4:30 PM"",
  ""sunday"": ""10 AM–4:30 PM"",
  ""monday"": ""Closed""
}",ChIJee5OKiKPGGARIv3keU0niPk,0x60188f222a4eee79:0xf988274d79e4fd22,17980664725987720482,"{
  ""latitude"": 35.7247828,
  ""longitude"": 139.81944679999998
}"
8,Tokyo National Museum Museum Shop,"13-9 Uenokoen, Taito City, Tokyo 110-8712, Japan",https://www.tnm-shop.jp/,+81 3-3822-0088,,4.2,239,,https://lh5.googleusercontent.com/p/AF1QipOrCtm9Oje5WwLtUBCAoOGNcfdzH_OjG6--2uZw=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Home goods store"",
  ""Souvenir store""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–8 PM"",
  ""saturday"": ""9:30 AM–8 PM"",
  ""sunday"": ""9:30 AM–8 PM"",
  ""monday"": ""Closed""
}",ChIJq6op05yOGGARACPQil8rZ74,0x60188e9cd329aaab:0xbe672b5f8ad02300,13719982479158289152,"{
  ""latitude"": 35.7187309,
  ""longitude"": 139.7760487
}"
9,Ikenami Shotaro Memorial Museum,"3 Chome-25-16 Nishiasakusa, Taito City, Tokyo 111-0035, Japan",https://library.city.taito.lg.jp/ikenami/,+81 3-5246-5915,,4.2,101,,https://lh5.googleusercontent.com/p/AF1QipM8qNlmN2eEnfLvkncq0o6Ga0spbidnjx8j9K6Y=w125-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Open ⋅ Closes 8 PM,"{
  ""tuesday"": ""9 AM–8 PM"",
  ""wednesday"": ""9 AM–8 PM"",
  ""thursday"": ""9 AM–8 PM"",
  ""friday"": ""9 AM–8 PM"",
  ""saturday"": ""9 AM–8 PM"",
  ""sunday"": ""9 AM–5 PM"",
  ""monday"": ""9 AM–8 PM""
}",ChIJg7yZbJSOGGAR4MXfHvDl_J8,0x60188e946c99bc83:0x9ffce5f01edfc5e0,11528341965634520544,"{
  ""latitude"": 35.7172607,
  ""longitude"": 139.7898921
}"
10,Tora-san Museum,"6 Chome-22-19 Shibamata, Katsushika City, Tokyo 125-0052, Japan",http://www.katsushika-kanko.com/tora/,+81 3-3657-3455,,4.2,3569,,https://lh5.googleusercontent.com/p/AF1QipMnrpuK0nyP4xI-svjLein5nyGUWycWvXtFO5Bu=w163-h92-k-no,,Museum,"[
  ""Museum"",
  ""Local history museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM Wed,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""9 AM–5 PM"",
  ""sunday"": ""9 AM–5 PM"",
  ""monday"": ""9 AM–5 PM""
}",ChIJQ9yffruFGGARcjgF2Cf9b-g,0x601885bb7e9fdc43:0xe86ffd27d8053872,16748883886783936626,"{
  ""latitude"": 35.757149999999996,
  ""longitude"": 139.8805083
}"
11,Fukagawa Edo Museum,"1 Chome-3-28 Shirakawa, Koto City, Tokyo 135-0021, Japan",https://www.kcf.or.jp/fukagawa/,+81 3-3630-8625,,4.3,2743,,https://lh5.googleusercontent.com/p/AF1QipM_Pzed9_h2sxW41v5DauKrc_lQHD-dFnnT5zNw=w138-h92-k-no,,Local history museum,"[
  ""Local history museum"",
  ""History museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Wed,"{
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–5 PM"",
  ""saturday"": ""9:30 AM–5 PM"",
  ""sunday"": ""9:30 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJ05k3KRaJGGARSFT1UW8wxkw,0x60188916293799d3:0x4cc6306f51f55448,5532162446945768520,"{
  ""latitude"": 35.681185899999996,
  ""longitude"": 139.8005921
}"
