position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,THE OUTLETS SHONAN HIRATSUKA,"8-chome-1-1 Okami, Hiratsuka, Kanagawa 254-0012, Japan",https://the-outlets-shonan-hiratsuka.aeonmall.com/?utm_source=google_maps&utm_medium=organic&utm_campaign=website,+81 463-51-2500,,3.7,2412,,https://lh5.googleusercontent.com/p/AF1QipMsWLJP6RSxDYIsyk_ycC1Z78t6ssE29lau8-gT=w122-h92-k-no,,Outlet mall,"[
  ""Outlet mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJ2bNAQsSrGWARdsuBwGMZdNc,0x6019abc44240b3d9:0xd7741963c081cb76,15525061731675130742,"{
  ""latitude"": 35.3921962,
  ""longitude"": 139.3635755
}"
12,Fukaya-Hanazono Premium Outlets,"169 Kuroda, Fukaya, Saitama 369-1244, Japan",https://www.premiumoutlets.co.jp/fukayahanazono/,+81 48-584-8700,,3.7,3664,,https://lh5.googleusercontent.com/p/AF1QipNI39aO1cfOjq7Psv2cAMVMPQ3UDWkgIHC_TVpm=w163-h92-k-no,,Outlet mall,"[
  ""Outlet mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–7 PM"",
  ""sunday"": ""10 AM–7 PM"",
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM""
}",ChIJxckVYL3bHmARrOQsf-OrNUs,0x601edbbd6015c9c5:0x4b35abe37f2ce4ac,5419426720189834412,"{
  ""latitude"": 36.1329225,
  ""longitude"": 139.2495877
}"
13,Don Quijote Outlet Store,"2 Chome-8-12 Tsumadaminami, Atsugi, Kanagawa 243-0814, Japan",http://www.donki.com/store/shop_detail.php?shop_id=169,+81 570-035-411,,3.6,558,,https://lh5.googleusercontent.com/p/AF1QipP2XN3XbGievbyvvBs72Ym9x7WXZHJcMyRXUBQI=w80-h142-k-no,,Discount store,"[
  ""Discount store""
]","{
  ""in_store_shopping"": true,
  ""in_store_pickup"": true
}",Open ⋅ Closes 3 AM ⋅ Reopens 10 AM,"{
  ""friday"": ""10 AM–3 AM"",
  ""saturday"": ""10 AM–3 AM"",
  ""sunday"": ""10 AM–3 AM"",
  ""monday"": ""10 AM–3 AM"",
  ""tuesday"": ""10 AM–3 AM"",
  ""wednesday"": ""10 AM–3 AM"",
  ""thursday"": ""10 AM–3 AM""
}",ChIJP2ALNgQAGWARdc-LeOtKGg0,0x60190004360b603f:0xd1a4aeb788bcf75,944149447087738741,"{
  ""latitude"": 35.454344299999995,
  ""longitude"": 139.3585726
}"
14,MITSUI OUTLET PARK A-SITE,"Japan, 〒261-0021 Chiba, Mihama Ward, Hibino, 2-chōme",,+81 43-212-8200,,4,130,,https://lh5.googleusercontent.com/p/AF1QipNEj1qB_SDDo8M2sFcBA5ehwCYR2sBJgsIcKYZa=w204-h92-k-no,TRUE,Outlet mall,"[
  ""Outlet mall""
]",,Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJb6raTSCCImARAyCLFPM6fiw,0x602282204ddaaa6f:0x2c7e3af3148b2003,3206064800430497795,"{
  ""latitude"": 35.6476502,
  ""longitude"": 140.0419766
}"
15,Domremy Outlet Takasaki,"5 Azumacho, Takasaki, Gunma 370-0045, Japan",http://www.domremy.com/outlet/takasaki/,+81 27-310-3828,,4.2,951,"¥1–1,000",https://lh5.googleusercontent.com/p/AF1QipN09KbFS4rag1n6LMqM6uIwwpba_aSV_tFpQU8=w80-h106-k-no,TRUE,Dessert restaurant,"[
  ""Dessert restaurant"",
  ""Cake shop""
]","{
  ""takeout"": true,
  ""delivery"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–7 PM"",
  ""sunday"": ""10 AM–7 PM"",
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM""
}",ChIJU2nFXpySHmAR4F31uBrSzzA,0x601e929c5ec56953:0x30cfd21ab8f55de0,3517260846213717472,"{
  ""latitude"": 36.3240829,
  ""longitude"": 139.01343079999998
}"
16,WORLD OUTLET,"南町田グランベリーパーク 2F, 3 Chome-４-1 Tsuruma, Machida, Tokyo 194-0004, Japan",https://store.world.co.jp/real-store/1000006102,+81 42-850-7556,,3.9,150,,https://lh5.googleusercontent.com/p/AF1QipM1IoitCrGDObru3PZKU1DI05g-upg00DKomo8k=w138-h92-k-no,TRUE,Clothing store,"[
  ""Clothing store""
]","{
  ""delivery"": false,
  ""same_day_delivery"": false
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJjUbyhH35GGARqG8kecNonPQ,0x6018f97d84f2468d:0xf49c68c379246fa8,17626078230381621160,"{
  ""latitude"": 35.5090982,
  ""longitude"": 139.4727273
}"
17,BEAMS OUTLET MAKUHARI,"三井アウトレットパーク 幕張, 2 Chome-6-1 Hibino, Mihama Ward, Chiba, 261-0021, Japan",https://www.beams.co.jp/shop/mho/,+81 43-350-4700,,3.7,249,,https://lh5.googleusercontent.com/p/AF1QipPagFObattccNp9O4os9J9HAxq0RjEE-EEwCFl1=w122-h92-k-no,,Clothing store,"[
  ""Clothing store"",
  ""Duty free store""
]","{
  ""in_store_shopping"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJe4Pb_yCCImARuKb4j8giLj8,0x60228220ffdb837b:0x3f2e22c88ff8a6b8,4552614518122391224,"{
  ""latitude"": 35.647720899999996,
  ""longitude"": 140.0416163
}"
18,UNITED ARROWS LTD. OUTLET KARUIZAWA,"Japan, 〒389-0102 Nagano, Kitasaku District, Karuizawa, 軽井沢 プリンスショッピングプラザ, ニューイースト ガーデンモール NEG20",https://store.united-arrows.co.jp/s/olt/stores/oki.html,+81 50-8886-8951,,3.6,544,,https://lh5.googleusercontent.com/p/AF1QipNWftjzsqaG4AiaoNdfxf6tvDEd4J0Blm0hJaIC=w122-h92-k-no,,Clothing store,"[
  ""Clothing store"",
  ""Bag shop"",
  ""Fashion accessories store"",
  ""General store"",
  ""Hat shop"",
  ""Outerwear store"",
  ""Shoe store""
]","{
  ""in_store_shopping"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–7 PM"",
  ""sunday"": ""10 AM–7 PM"",
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM""
}",ChIJDf_x42LTHWAR0vbFVvdKts8,0x601dd362e3f1ff0d:0xcfb64af756c5f6d2,14967232837785614034,"{
  ""latitude"": 36.339968299999995,
  ""longitude"": 138.6367105
}"
19,SPA OUTLET 上野店,"Japan, 〒110-0005 Tokyo, Taito City, Ueno, 4 Chome−5−10, 青山上野ビル内",https://www.uktsc.com/men/?cm=1&utm_source=GMB&utm_medium=GBP&utm_campaign=770,+81 3-5846-5657,,4,742,,https://lh5.googleusercontent.com/p/AF1QipP25TcSgPXDCsh4WOTfz4bR32q6S81gAAZoTFte=w122-h92-k-no,,Men's tailor,"[
  ""Men's tailor"",
  ""Outlet store""
]",,Closed ⋅ Opens 11 AM,"{
  ""saturday"": ""11 AM–9 PM"",
  ""sunday"": ""11 AM–9 PM"",
  ""monday"": ""11 AM–9 PM"",
  ""tuesday"": ""11 AM–9 PM"",
  ""wednesday"": ""11 AM–9 PM"",
  ""thursday"": ""11 AM–9 PM"",
  ""friday"": ""11 AM–9 PM""
}",ChIJtXnixp-OGGARPUO4ZQiaQ2w,0x60188e9fc6e279b5:0x6c439a0865b8433d,7801248340392821565,"{
  ""latitude"": 35.7089777,
  ""longitude"": 139.77382989999998
}"
20,GAP Outlet,"1F, 2 Chome-9-3 Hibino, Mihama Ward, Chiba, 261-0021, Japan",http://www.gap.co.jp/,+81 570-001-807,,3.8,202,$$,https://lh5.googleusercontent.com/p/AF1QipOJRgGAnxQqyIlVb0RPpW-nf3C9ZXw5dGDBXAfM=w122-h92-k-no,,Clothing store,"[
  ""Clothing store""
]","{
  ""delivery"": false,
  ""same_day_delivery"": false
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJuwiZSSCCImAR9xxgvLmTRAU,0x60228220499908bb:0x54493b9bc601cf7,379590694544612599,"{
  ""latitude"": 35.646518799999996,
  ""longitude"": 140.0406782
}"
1,WORLD OUTLET,"南町田グランベリーパーク 2F, 3 Chome-４-1 Tsuruma, Machida, Tokyo 194-0004, Japan",https://store.world.co.jp/real-store/1000006102,+81 42-850-7556,,3.9,150,,https://lh5.googleusercontent.com/p/AF1QipM1IoitCrGDObru3PZKU1DI05g-upg00DKomo8k=w138-h92-k-no,TRUE,Clothing store,"[
  ""Clothing store""
]","{
  ""delivery"": false,
  ""same_day_delivery"": false
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJjUbyhH35GGARqG8kecNonPQ,0x6018f97d84f2468d:0xf49c68c379246fa8,17626078230381621160,"{
  ""latitude"": 35.5090982,
  ""longitude"": 139.4727273
}"
2,UNITED ARROWS LTD. OUTLET MINAMI MACHIDA,"Japan, 〒194-8589 Tokyo, Machida, Tsuruma, 3 Chome−4−1 Grandberry Park, I103",https://store.united-arrows.co.jp/s/olt/stores/omm.html,+81 42-788-1530,,3.7,59,,https://lh5.googleusercontent.com/p/AF1QipORDUJNiSeh6zMHMLbksXtZGplQaxw9M_NcJmlp=w138-h92-k-no,,Clothing store,"[
  ""Clothing store"",
  ""Bag shop"",
  ""Fashion accessories store"",
  ""General store"",
  ""Hat shop"",
  ""Outerwear store"",
  ""Shoe store""
]","{
  ""in_store_shopping"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJM0NOQmD5GGAReJHaA2oyEFk,0x6018f960424e4333:0x5910326a03da9178,6417684899915534712,"{
  ""latitude"": 35.5103158,
  ""longitude"": 139.4710298
}"
3,Domremy Outlet Takasaki,"5 Azumacho, Takasaki, Gunma 370-0045, Japan",http://www.domremy.com/outlet/takasaki/,+81 27-310-3828,,4.2,951,$,https://lh5.googleusercontent.com/p/AF1QipN09KbFS4rag1n6LMqM6uIwwpba_aSV_tFpQU8=w80-h106-k-no,TRUE,Dessert restaurant,"[
  ""Dessert restaurant"",
  ""Cake shop""
]","{
  ""takeout"": true,
  ""delivery"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–7 PM"",
  ""sunday"": ""10 AM–7 PM"",
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM""
}",ChIJU2nFXpySHmAR4F31uBrSzzA,0x601e929c5ec56953:0x30cfd21ab8f55de0,3517260846213717472,"{
  ""latitude"": 36.3240829,
  ""longitude"": 139.01343079999998
}"
4,M’S SHOE FACTORY OUTLET,"Japan, 〒271-0092 Chiba, Matsudo, 1834-5",https://instagram.com/msshoefactoryoutlet?utm_medium=copy_link,+81 47-393-8080,,4.3,7,,https://lh5.googleusercontent.com/p/AF1QipNgYFTw9R3kAJy2-5_Ynv0ZTOnf-OPXq-fajPNE=w137-h92-k-no,,Shoe store,"[
  ""Shoe store""
]","{
  ""delivery"": false,
  ""same_day_delivery"": false
}",Closed ⋅ Opens 12:30 PM,"{
  ""saturday"": ""12:30–6 PM"",
  ""sunday"": ""12:30–6 PM"",
  ""monday"": ""Closed"",
  ""tuesday"": ""12:30–6 PM"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed""
}",ChIJMXCzJROFGGARcOcxbF-vMJs,0x6018851325b37031:0x9b30af5f6c31e770,11182630699132905328,"{
  ""latitude"": 35.7828428,
  ""longitude"": 139.8981824
}"
5,UNITED ARROWS LTD. OUTLET KOSHIGAYA,"レイクタウンアウトレット 1F, 4 Chome-1-1 Lake Town, Koshigaya, Saitama 343-0828, Japan",https://store.united-arrows.co.jp/s/olt/stores/okg.html,+81 50-8886-8944,,3.7,158,,https://lh5.googleusercontent.com/p/AF1QipOmIrxLEa63Kwc8vY92Li_rZ8zCc7OuqF8vCfNf=w122-h92-k-no,,Clothing store,"[
  ""Clothing store"",
  ""Bag shop"",
  ""Fashion accessories store"",
  ""General store"",
  ""Hat shop"",
  ""Outerwear store"",
  ""Shoe store""
]","{
  ""in_store_shopping"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJg0ID-YmXGGAR_Z-QPu4o1i0,0x60189789f9034283:0x2dd628ee3e909ffd,3302872380439830525,"{
  ""latitude"": 35.8807146,
  ""longitude"": 139.82502069999998
}"
6,G-Star Outlet,"Iruma, 3169-1 Miyadera, Iruma, Saitama 358-8515, Japan",https://outlet.g-star.com/stores/jp/g-star-outlet-iruma?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=listing&y_source=1_OTgxOTAzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+81 4-2902-6262,,4.1,36,,https://lh5.googleusercontent.com/p/AF1QipOd2fy9OI7eepazz4x_Nf9vH_N5YLUcl0T-6igG=w163-h92-k-no,,Clothing store,"[
  ""Clothing store"",
  ""Jeans shop"",
  ""Fashion accessories store"",
  ""Men's clothing store"",
  ""Outlet store"",
  ""Shoe store"",
  ""Sunglasses store"",
  ""Women's clothing store""
]","{
  ""in_store_shopping"": true,
  ""in_store_pickup"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJF4ttwYjfGGARaobEdBLok3c,0x6018df88c16d8b17:0x7793e81274c4866a,8616485678055982698,"{
  ""latitude"": 35.8101953,
  ""longitude"": 139.3802121
}"
7,Gap,"2058 Koenacho, Sano, Tochigi 327-0822, Japan",http://www.gap.co.jp/,+81 570-001-807,,3.8,565,,https://lh5.googleusercontent.com/p/AF1QipNB3JOTeFyAN45RLfY8Z2QTLu1XrwUeejiBbtI6=w163-h92-k-no,,Clothing store,"[
  ""Clothing store""
]","{
  ""delivery"": false,
  ""same_day_delivery"": false
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJNavdk5A7H2ARtE6HFxvwNOE,0x601f3b9093ddab35:0xe134f01b17874eb4,16227859356472266420,"{
  ""latitude"": 36.2950738,
  ""longitude"": 139.6040995
}"
