position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
11,Factory Outlet Men's Clothing,"9370 N Crescent Blvd, Pennsauken Township, NJ 08110",,(856) 662-0398,,4.7,134,,https://lh5.googleusercontent.com/p/AF1QipPwg6M947vVe6almBMRpCTv2rq8Z1Y-sOQezBF9=w138-h92-k-no,,Men's clothing store,"[
  ""Men's clothing store"",
  ""Clothing alteration service"",
  ""Clothing store"",
  ""Formal wear store"",
  ""Hat shop"",
  ""Tailor"",
  ""Tuxedo shop""
]","{
  ""onsite_services"": true,
  ""delivery"": false,
  ""same_day_delivery"": false
}",Open ⋅ Closes 7 PM,"{
  ""friday"": ""9:30 AM–7 PM"",
  ""saturday"": ""9:30 AM–6 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""9:30 AM–6 PM"",
  ""tuesday"": ""9:30 AM–6 PM"",
  ""wednesday"": ""9:30 AM–6 PM"",
  ""thursday"": ""9:30 AM–6 PM""
}",ChIJ3-fWnHjKxokRpIRqkAiFXRU,0x89c6ca789cd6e7df:0x155d8508906a84a4,1539532919459710116,"{
  ""latitude"": 39.981096199999996,
  ""longitude"": -75.02267739999999
}"
12,ParkWest Town Center,"N 52nd St, Philadelphia, PA 19131",,,,4,4077,,https://lh5.googleusercontent.com/p/AF1QipOAk1c4f95iGCSfHVGS0eSdBlK1IGIRc3Tru-bg=w94-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open ⋅ Closes 11 PM,"{
  ""friday"": ""7 AM–11 PM"",
  ""saturday"": ""7 AM–11 PM"",
  ""sunday"": ""7 AM–11 PM"",
  ""monday"": ""7 AM–11 PM"",
  ""tuesday"": ""7 AM–11 PM"",
  ""wednesday"": ""7 AM–11 PM"",
  ""thursday"": ""7 AM–11 PM""
}",ChIJf-y3zxfHxokR_YxXwZULk3Q,0x89c6c717cfb7ec7f:0x74930b95c1578cfd,8400070467797880061,"{
  ""latitude"": 39.9780874,
  ""longitude"": -75.2235292
}"
13,Marten Commons,"2353 Street Rd, Bensalem, PA 19020",https://locations.uedge.com/marten-commons?utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,(201) 571-3500,,4.4,540,,https://lh5.googleusercontent.com/p/AF1QipN0RgAs_YVyjwXBAp5Yc1ykcBfsie8jsC1RL3FD=w92-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open ⋅ Closes 9 PM,"{
  ""friday"": ""10 AM–9 PM"",
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""10 AM–9 PM"",
  ""monday"": ""10 AM–9 PM"",
  ""tuesday"": ""10 AM–9 PM"",
  ""wednesday"": ""10 AM–9 PM"",
  ""thursday"": ""10 AM–9 PM""
}",ChIJC7w-xm9NwYkRy8M6z4CojJU,0x89c14d6fc63ebc0b:0x958ca880cf3ac3cb,10776173279576769483,"{
  ""latitude"": 40.1054868,
  ""longitude"": -74.9491977
}"
14,Plaza at Cherry Hill,"2100 NJ-38, Cherry Hill Township, NJ 08002",https://locations.uedge.com/plaza-at-cherry-hill?utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,(201) 571-3500,,4.3,2285,,https://lh5.googleusercontent.com/p/AF1QipP_y0sjG76HbvRlCSapjuoymp6myqLzI7hhvwWy=w138-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open 24 hours,"{
  ""friday"": ""Open 24 hours"",
  ""saturday"": ""Open 24 hours"",
  ""sunday"": ""Open 24 hours"",
  ""monday"": ""Open 24 hours"",
  ""tuesday"": ""Open 24 hours"",
  ""wednesday"": ""Open 24 hours"",
  ""thursday"": ""Open 24 hours""
}",ChIJtWkvhVTKxokRNxD2NgPC4c8,0x89c6ca54852f69b5:0xcfe1c20336f61037,14979467154673766455,"{
  ""latitude"": 39.9419563,
  ""longitude"": -75.0203159
}"
15,Fashion District Philadelphia,"901 Market St, Philadelphia, PA 19107",https://www.fashiondistrictphiladelphia.com/,(267) 534-7705,,4.3,5867,,https://lh5.googleusercontent.com/p/AF1QipM6jxLniveSwxnqwL2nKAvmUhHAY4TQVvf5Iw2P=w142-h92-k-no,,Shopping mall,"[
  ""Shopping mall"",
  ""Clothing store""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Open ⋅ Closes 8 PM,"{
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""12–6 PM"",
  ""monday"": ""11 AM–7 PM"",
  ""tuesday"": ""11 AM–7 PM"",
  ""wednesday"": ""11 AM–7 PM"",
  ""thursday"": ""11 AM–7 PM""
}",ChIJp5Tr2inGxokR_f5EOjiTbnI,0x89c6c629daeb94a7:0x726e93383a44fefd,8245689837467008765,"{
  ""latitude"": 39.9519138,
  ""longitude"": -75.1557934
}"
16,Woodhaven Mall,"Unnamed Road, Bensalem, PA 19020",,,,4.4,44,,https://lh5.googleusercontent.com/p/AF1QipPSZmvDzDixy6aLLveJs8yIJjIAQnUGkp6GbkBf=w80-h106-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open ⋅ Closes 8:30 PM,"{
  ""friday"": ""9 AM–8:30 PM"",
  ""saturday"": ""9 AM–8:30 PM"",
  ""sunday"": ""9 AM–8:30 PM"",
  ""monday"": ""9 AM–8:30 PM"",
  ""tuesday"": ""9 AM–8:30 PM"",
  ""wednesday"": ""9 AM–8:30 PM"",
  ""thursday"": ""9 AM–8:30 PM""
}",ChIJR6Mjx8ZNwYkRbyiPwHXhxpg,0x89c14dc6c723a347:0x98c6e175c08f286f,11008734235011786863,"{
  ""latitude"": 40.0735637,
  ""longitude"": -74.965991
}"
17,Five Points Shopping Center Associates,"137 Egg Harbor Rd, Sewell, NJ 08080",,(856) 401-9868,,4.1,104,,https://lh5.googleusercontent.com/p/AF1QipMrNyA20hGUkRHaD3q2LPxCKhXCCVxsrL1jEv5R=w80-h142-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,Open ⋅ Closes 9 PM,"{
  ""friday"": ""9 AM–9 PM"",
  ""saturday"": ""9 AM–9 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""9 AM–9 PM"",
  ""tuesday"": ""9 AM–9 PM"",
  ""wednesday"": ""9 AM–9 PM"",
  ""thursday"": ""9 AM–9 PM""
}",ChIJA2oOzRrRxokRun-IKBnw9eY,0x89c6d11acd0e6a03:0xe6f5f01928887fba,16642471988862418874,"{
  ""latitude"": 39.7795109,
  ""longitude"": -75.0991264
}"
18,Aramingo Crossings,"Philadelphia, PA 19137",,,,4.2,2085,,https://lh5.googleusercontent.com/p/AF1QipMisGy-D99obBfNGPCONkChMgdQ8jdAdv6NmJvj=w191-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open ⋅ Closes 11 PM,"{
  ""friday"": ""6 AM–11 PM"",
  ""saturday"": ""6 AM–11 PM"",
  ""sunday"": ""6 AM–11 PM"",
  ""monday"": ""6 AM–11 PM"",
  ""tuesday"": ""6 AM–11 PM"",
  ""wednesday"": ""6 AM–11 PM"",
  ""thursday"": ""6 AM–11 PM""
}",ChIJXWZu-iS2xokRCCeQ_wZGlQk,0x89c6b624fa6e665d:0x9954606ff902708,690535113742624520,"{
  ""latitude"": 39.997908699999996,
  ""longitude"": -75.0920342
}"
19,Philadelphia Premium Outlets,"18 Lightcap Rd, Pottstown, PA 19464",https://www.premiumoutlets.com/outlet/philadelphia,(610) 495-9000,,4.5,9706,,https://lh5.googleusercontent.com/p/AF1QipPUYCUMpg-gquPUrggoliDbhC8s6ji2R9KyCCOU=w137-h92-k-no,,Outlet mall,"[
  ""Outlet mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Open ⋅ Closes 9 PM,"{
  ""friday"": ""10 AM–9 PM"",
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM""
}",ChIJsV_TJAqFxokRRdMMaVsnfvw,0x89c6850a24d35fb1:0xfc7e275b690cd345,18194022818181337925,"{
  ""latitude"": 40.2368752,
  ""longitude"": -75.5716966
}"
20,Liberty Plaza,"27 Franklin Mills Blvd, Philadelphia, PA 19154",,,,4.3,460,,https://lh5.googleusercontent.com/p/AF1QipNd-z7rzco01WLrPgm_IJhgpmd87CztIrwGddhk=w163-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open 24 hours,"{
  ""friday"": ""Open 24 hours"",
  ""saturday"": ""Open 24 hours"",
  ""sunday"": ""Open 24 hours"",
  ""monday"": ""Open 24 hours"",
  ""tuesday"": ""Open 24 hours"",
  ""wednesday"": ""Open 24 hours"",
  ""thursday"": ""Open 24 hours""
}",ChIJh8BtMi2zxokRyhs_Oc8Obvk,0x89c6b32d326dc087:0xf96e0ecf393f1bca,17973319446063684554,"{
  ""latitude"": 40.086137,
  ""longitude"": -74.9672715
}"
1,Malcha Shopping Mall,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",https://www.azrielimalls.co.il/%D7%A2%D7%96%D7%A8%D7%99%D7%90%D7%9C%D7%99_%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D,+972 2-679-1333,,4.2,18204,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlW1lagify0MtVGyvHBbu-5Xz3XXuPhufcJsewr28YIhXl0k8M0R33U9A8ZmONvJ17s2rqLnQEEoLZwFZCq0Zq7YYtLmO8h7y3ZYUidgDlNyjk-b17O-AI6kzUBRuXphaI4VWQ=w138-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 9 PM Sat,"{
  ""friday"": ""9 AM–2:30 PM"",
  ""saturday"": ""9–11 PM"",
  ""sunday"": ""9:30 AM–10 PM"",
  ""monday"": ""9:30 AM–10 PM"",
  ""tuesday"": ""9:30 AM–10 PM"",
  ""wednesday"": ""9:30 AM–10 PM"",
  ""thursday"": ""9:30 AM–10 PM""
}",ChIJZSLyiI7XAhURUd5cWIykvhs,0x1502d78e88f22265:0x1bbea48c585cde51,1999216207283936849,"{
  ""latitude"": 31.751541,
  ""longitude"": 35.1871949
}"
2,Dixie Outlet,"30, Amman, Jordan",,+962 7 9995 0032,,4.5,14,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlU_5uA5Up0rzggdFMOV30mi-OzNsC5WMFM8uzOlDCLi1jzE2S-zSJpZS1MrO1k0sogv2oH_NZM6xndPoNOHyHqAOnc0nb3wocRJeu8SMvB8E7AdacualfJg5vRy410cMRm5WkU=w80-h106-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,,,ChIJu8YejSafHBURAdUv5uSlSdA,0x151c9f268d1ec6bb:0xd049a5e4e62fd501,15008709635721909505,"{
  ""latitude"": 32.024022699999996,
  ""longitude"": 35.8524911
}"
3,קניון עופר סירקין,"Elazar Fridman St 9, Petah Tikva, Israel",https://myofer.co.il/malls/sirkin,+972 3-933-9340,,4,6088,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlXosuj9OQ4eZubuYySisnSTpvn3l2Js6wiRwnYD934LRuo8zbeTQADtqp-vSzIe-khnC7O8MuFzsh6_E476LyKautJI0R0Nun6w0lPPJzAAhtoGBq_Ofo8IsXuLAy9sTlvvYao=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 8:30 PM Sat,"{
  ""friday"": ""9 AM–3 PM"",
  ""saturday"": ""8:30–11 PM"",
  ""sunday"": ""9:30 AM–9:30 PM"",
  ""monday"": ""9:30 AM–9:30 PM"",
  ""tuesday"": ""9:30 AM–9:30 PM"",
  ""wednesday"": ""9:30 AM–9:30 PM"",
  ""thursday"": ""9:30 AM–9:30 PM""
}",ChIJfXsIQXw2HRURluziUSqMqxA,0x151d367c41087b7d:0x10ab8c2a51e2ec96,1201207839014710422,"{
  ""latitude"": 32.079845899999995,
  ""longitude"": 34.902483
}"
4,البيادر للتصفية albayader outlet,"XR3Q+J48, Amman, Jordan",https://www.facebook.com/albayader.outlet/,+962 7 9910 3509,,3.9,21,,,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,Open 24 hours,"{
  ""friday"": ""Open 24 hours"",
  ""saturday"": ""Open 24 hours"",
  ""sunday"": ""Open 24 hours"",
  ""monday"": ""Open 24 hours"",
  ""tuesday"": ""Open 24 hours"",
  ""wednesday"": ""Open 24 hours"",
  ""thursday"": ""Open 24 hours""
}",ChIJMZJpJY6hHBURVOE8-ZWzbaM,0x151ca18e25699231:0xa36db395f93ce154,11776266057356730708,"{
  ""latitude"": 31.9540378,
  ""longitude"": 35.8378405
}"
5,Nijmeh Mall,"W644+VM5, Universal Street, Warri",http://www.facebook.com/Al-Nijmeh-Mall-135344326636783/,+970 2 297 6115,,3.9,844,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlVbr89nWKlsefRp8u4mCQ1a0dZb8Po3YDJ4sxUnT4-3lcOkpZrfZhHoIqsGXGcBGQFeNH6amHP0yVcTNNSa8kA4pEy3BG6zph5mrDBnw1g02_4dzKetr-eGgR7DdNdql490TzBz=w80-h142-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 9 AM Sat,"{
  ""friday"": ""Closed"",
  ""saturday"": ""9 AM–10 PM"",
  ""sunday"": ""9 AM–10 PM"",
  ""monday"": ""9 AM–10 PM"",
  ""tuesday"": ""9 AM–10 PM"",
  ""wednesday"": ""9 AM–10 PM"",
  ""thursday"": ""9 AM–10 PM""
}",ChIJbWk8f68qHRURjXbcKc3txzk,0x151d2aaf7f3c696d:0x39c7edcd29dc768d,4163557845953705613,"{
  ""latitude"": 31.907137799999997,
  ""longitude"": 35.2067385
}"
6,Mazaya Mall,"W5PV+R4F, Ramallah",,,,4.1,65,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlX0QLE4H1ER46AnQ55lcuvUwR0Y7hNUtvk_-hJdtpC1QKJL9IPcsUxrOwQf79GSnNK6r86LYH_RTSWr_go30JxHo-Ufvv-eK8vgsK8964-IuaSPGIRKa6mbivBWs4UZTwwg60I=w122-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,,,ChIJu8ZbkS0rHRUR4qsbYrVJuKc,0x151d2b2d915bc6bb:0xa7b849b5621babe2,12085490643432614882,"{
  ""latitude"": 31.9371351,
  ""longitude"": 35.192844
}"
7,Hadar Mall,"General Pierre Koenig St 26, Jerusalem, Israel",https://www.hadar-mall.co.il/,+972 2-672-6660,,4.2,10668,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlU-gCKXbzwtriZI3qBKcjs0_72vyoogy-cdNoJ1ywEkNzRGLTLiGi4_csz0EGeVHRxSCEet0Jt6m902iRO7k_rgXiXZGJCWyVzbOkel5ird-HODUWP75HNd8a7PIwRtG0mqI4IO=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Closed ⋅ Opens 8 PM Sat,"{
  ""friday"": ""9 AM–3 PM"",
  ""saturday"": ""8–11 PM"",
  ""sunday"": ""9:30 AM–9:30 PM"",
  ""monday"": ""9:30 AM–9:30 PM"",
  ""tuesday"": ""9:30 AM–9:30 PM"",
  ""wednesday"": ""9:30 AM–9:30 PM"",
  ""thursday"": ""9:30 AM–9:30 PM""
}",ChIJbc4Dz-HXAhURNTnsnpG0xmM,0x1502d7e1cf03ce6d:0x63c6b4919eec3935,7189632392673114421,"{
  ""latitude"": 31.7534343,
  ""longitude"": 35.213896999999996
}"
8,Azrieli Shopping Mall - Modi'in,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, 71721, Israel",https://www.azrielimalls.co.il/%D7%A2%D7%96%D7%A8%D7%99%D7%90%D7%9C%D7%99_%D7%9E%D7%95%D7%93%D7%99%D7%A2%D7%99%D7%9F,+972 8-970-5551,,4.3,9810,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlWuVbiGe0gr2xkaqOPkkxqoshq7vgP8EgBkAfUg8NyO5J9cZg9vDjQl6RtLvcz4cpmRS154wpMt77sz5wSlc_2Y0_7rm_06XV0wYrJlf3Isrhr7JLq-ApOnTjJm-phfGlt8ns8=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 6 PM Sat,"{
  ""friday"": ""9 AM–3:30 PM"",
  ""saturday"": ""6–11 PM"",
  ""sunday"": ""9:30 AM–10 PM"",
  ""monday"": ""9:30 AM–10 PM"",
  ""tuesday"": ""9:30 AM–10 PM"",
  ""wednesday"": ""9:30 AM–10 PM"",
  ""thursday"": ""9:30 AM–10 PM""
}",ChIJG-Abo8fNAhURK7VbszJbyTo,0x1502cdc7a31be01b:0x3ac95b32b35bb52b,4236017197834286379,"{
  ""latitude"": 31.8998602,
  ""longitude"": 35.0082658
}"
9,Lev Talpiyot Shopping Centre,"Jerusalem, Israel",,,,3.7,1734,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlXCXD2pQx4GYxZv5HbHbmwFzE1bsugmIitZyxjEGfS13kiO0zHImAUAAiu_Vv3dLKJ-AnnwFMdpIo7CUxUf4kmPWY3BZaA8ugxq_Pqi2wIT57EFWjRMS8aRgA8oB3cEUGahIy4P=w163-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Open ⋅ Closes 11 PM,"{
  ""friday"": ""6:30 AM–11 PM"",
  ""saturday"": ""6:30 AM–11 PM"",
  ""sunday"": ""6:30 AM–11 PM"",
  ""monday"": ""6:30 AM–11 PM"",
  ""tuesday"": ""6:30 AM–11 PM"",
  ""wednesday"": ""6:30 AM–11 PM"",
  ""thursday"": ""6:30 AM–11 PM""
}",ChIJdw1Pe-TXAhURHXaqAjkykog,0x1502d7e47b4f0d77:0x8892323902aa761d,9840983356197205533,"{
  ""latitude"": 31.7508764,
  ""longitude"": 35.2089698
}"
10,Ersal City Mall الارسال سيتي مول,"W644+G4X, Ramallah",,,,4.6,5,,https://lh3.googleusercontent.com/gps-cs-s/APrbqlUSHAo3KUXCcZ9EiSrsyVr9_GDpT1whaGVKft2mTqkSin126Brl-rxExgisNUTmLrFbXmlXbLvBFK-pCYWSD8Ob1DbUuQFUXdKv5nKdBw_tMo4OqZP8Y5_AA7eiEdC_-s9jVaQ=w122-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,,,ChIJwwP5prwrHRURYgrBWMkIpFU,0x151d2bbca6f903c3:0x55a408c958c10a62,6171067050274916962,"{
  ""latitude"": 31.906352,
  ""longitude"": 35.2053667
}"
